site_name,context,material,lab_ref,c14_bp,error
Haugartinget,Grave,Bone (Human),Beta-361408,1160,30
Haugartinget,Grave,Bone (Mammalia),Beta-361407,1130,30
Haugartinget,Grave,Charcoal (NA),Beta-362247,1120,30
Hedrum,Sunken lane,Charcoal (Betula),Beta-250590,1150,40
Hedrum,Hearth,Charcoal (Betula),Beta-250591,1040,40
Hegna øst 2,Cooking pit,Charcoal (Pinus),Ua-50501 ,6318,26
Hegna øst 2,Fireplace (ID 11779),Charcoal (Pinus),Ua-50501,6318,26
Hegna øst 5,Cooking pit (ID 12477),Charcoal (Corylus),Ua-51473,1770,32
Hegna øst 5,Cooking pit (ID 12514),Charcoal (Betula),Ua-51474,1666,32
Hegna vest 1,Hearth/Cooking pit,Charcoal (Salix),Ua-50485 ,8788,34
Hegna vest 1,Fireplace (ID 9819),Charcoal (Salix),Ua-51462,8732,40
Hegna vest 1,Undefined feature/three throw (ID 100079),Charcoal (Salix),Ua-51466,6816,36
Hegna vest 1,Undefined feature (ID 9807a),Charcoal (Alnus),Ua-51461,3318,32
Hegna vest 1,Cooking pit,Charcoal (Fraxinus),Ua-50484 ,2831,24
Hegna vest 1,Undefined feature (ID 11663),Nutshell (Corylus),Ua-51467,2724,34
Hegna vest 1,Undefined feature (ID 11663),Charcoal (Betula),Ua-51463,2670,33
Hegna vest 1,Stone packing/fireplace (ID 9725),Charcoal (Alnus),Ua-51460,2667,33
Hegna vest 1,Undefined feture (ID 15034),Charcoal (Corylus),Ua-51465,2474,33
Hegna vest 1,Fireplace (ID 9642),Charcoal (Pinus),Ua-50472,2440,24
Hegna vest 1,Cooking pit (ID 10127),Charcoal (Populus),Ua-50475,2225,28
Hegna vest 1,Pit,Charcoal (Corylus),Ua-50482 ,2215,21
Hegna vest 1,Pit,Charcoal (Corylus),Ua-50483 ,2197,21
Hegna vest 1,Fireplace (ID 9659),Charcoal (Betula),Ua-50473,2186,21
Hegna vest 1,Cooking pit,Charcoal (Populus),Ua-50480 ,2186,23
Hegna vest 1,Pit,Charcoal (Corylus),Ua-50486 ,2186,23
Hegna vest 1,Cooking pit (ID 14298),Charcoal (Populus),Ua-50481,2178,24
Hegna vest 1,Pit,Charcoal (Betula),Ua-50477 ,2174,27
Hegna vest 1,Cooking pit,Charcoal (Corylus),Ua-50479 ,2154,23
Hegna vest 1,Undefined feature (ID 11683),Charcoal (Betula),Ua-51464,2124,33
Hegna vest 1,Pit,Charcoal (Betula),Ua-50476 ,2118,30
Hegna vest 1,Undefined feature (ID 15034),Nutshell (Corylus),Ua-51468,2063,33
Hegna vest 1,Cooking pit (ID 9745),Charcoal (Betula),Ua-50474,1702,22
Hegna vest 1,Cooking pit,Charcoal (Betula),Ua-50478 ,1685,20
Hegna vest 1,Hearth,Charcoal (Betula),Ua-50487 ,971,26
Hegna vest 1,Hearth/stone construction,Charcoal (Alnus),Ua-51254,7735,41
Hegna vest 1,Fireplace (ID 14834),Charcoal (Populus/Salix),Ua-50485,8788,34
Hegna vest 1,Cooking pit (ID 14417),Charcoal (Fraxinus),Ua-50484,2831,24
Hegna vest 1,Undefined feature (ID 14324),Charcoal (Corylus),Ua-50482,2215,21
Hegna vest 1,Undefined feature (ID 14383),Charcoal (Corylus),Ua-50483,2197,21
Hegna vest 1,Undefined feature (ID 100078),Charcoal (Corylus),Ua-50486,2186,23
Hegna vest 1,Cooking pit (ID 14280),Charcoal (Populus),Ua-50480,2186,23
Hegna vest 1,Undefined feature (ID 11767),Charcoal (Betula),Ua-50477,2174,27
Hegna vest 1,Cooking pit (ID 14637),Charcoal (Corylus),Ua-50479,2154,23
Hegna vest 1,Undefined feature (ID 100077),Charcoal (Betula),Ua-50476,2118,30
Hegna vest 1,Cooking pit (ID 11828),Charcoal (Betula),Ua-50478,1685,20
Hegna vest 1,Fireplace (ID 11707),Charcoal (Betula),Ua-50487,971,26
Hegna vest 2,Cooking pit,Charcoal (Pinus),Ua-50497 ,8708,38
Hegna vest 2,Pit,Charcoal (Pinus),Ua-50494 ,3337,27
Hegna vest 2,Undefined feature (ID 9029),Charcoal (Fraxinus),Ua-51469,3121,31
Hegna vest 2,Concentration of stones (ID 9057),Charcoal (Fraxinus),Ua-51470,3085,31
Hegna vest 2,Cooking pit,Charcoal (Populus),Ua-50499 ,2659,25
Hegna vest 2,Hearth,Charcoal (Populus),Ua-50490 ,2239,25
Hegna vest 2,Cooking pit,Charcoal (Corylus),Ua-50493 ,2216,23
Hegna vest 2,Cooking pit,Charcoal (Betula),Ua-50496 ,2203,27
Hegna vest 2,Pit,Charcoal (Betula),Ua-50495 ,2193,23
Hegna vest 2,Pit,Charcoal (Betula),Ua-50492 ,2190,23
Hegna vest 2,Cooking pit,Charcoal (Corylus),Ua-50498 ,2188,24
Hegna vest 2,Pit/Cooking pit,Charcoal (Betula),Ua-50500 ,2180,22
Hegna vest 2,Cooking pit/Hearth ,Charcoal (Pinus),Ua-50491 ,2168,28
Hegna vest 2,Cooking pit,Charcoal (Alnus),Ua-50488 ,1810,23
Hegna vest 2,Cooking pit,Charcoal (Corylus),Ua-50489 ,1781,24
Hegna vest 2,Cooking pit (ID 11906),Charcoal (Pinus),Ua-50497,8708,38
Hegna vest 2,Square (523x346y),"Bone, burn (mammal)",Ua-53190,4900,30
Hegna vest 2,Undefined feature (ID 11546),"Bone, burnt (Castor)",Ua-53188,3863,57
Hegna vest 2,Undefined feature (ID 11546),"Bone, burnt (Sus/Canis)",Ua-53187,3789,60
Hegna vest 2,Undefined feature (ID 11546),Charcoal (Pinus),Ua-50494,3337,27
Hegna vest 2,Undefined feature (ID 11546),"Bone, burn (mammal)",Ua-53189,3083,29
Hegna vest 2,Square (523x346y),"Bone, burnt (Ovis/Capra)",Ua-53191,3079,28
Hegna vest 2,Cooking pit (ID 11954),Charcoal (Populus),Ua-50499,2659,25
Hegna vest 2,Fireplace (ID 9238),Charcoal (Populus),Ua-50490,2239,25
Hegna vest 2,Cooking pit (ID 8903),Charcoal (Corylus),Ua-50493,2216,23
Hegna vest 2,Cooking pit (ID 9181),Charcoal (Betula),Ua-50496,2203,27
Hegna vest 2,Undefined feature (ID 9002),Charcoal (Betula),Ua-50495,2193,23
Hegna vest 2,Undefined feature (ID 8940),Charcoal (Betula),Ua-50492,2190,23
Hegna vest 2,Cooking pit (ID 11926),Charcoal (Corylus),Ua-50498,2188,24
Hegna vest 2,Cooking pit/ditch (ID 11975),Charcoal (Betula),Ua-50500,2180,22
Hegna vest 2,Cooking pit/fireplace (ID 9261),Charcoal (Pinus),Ua-50491,2168,28
Hegna vest 2,Cooking pit (ID 9181),Charcoal (Alnus),Ua-50488,1810,23
Hegna vest 2,Cooking pit (ID 9211),Charcoal (Corylus),Ua-50489,1781,24
Hegna vest 3,Cooking pit (ID 11620),Charcoal (Populus/Salix),Ua-51471,8679,39
Hellesø,Artefact,Wood (Pinus?),T-1348,290,100
"Herregådsbekken, ID58538",nedgravning,Charcoal (Pinus sp.),Ua-73085,2178,30
"Herregådsbekken, ID58538",kremasjonsgrav,Charcoal (Corylus sp.),Ua-73086,2788,31
"Herregådsbekken, ID58538",kokegrop,Charcoal (Salix sp.),Ua-73087,2473,30
"Herregådsbekken, ID58538",kokegrop,Charcoal (Corylus sp.),Ua-73088,1863,30
"Herregådsbekken, ID58538",kokegrop,Charcoal (Betula sp.),Ua-73089,2132,30
"Herregådsbekken, ID58538",kullflekk,Charcoal (Corylus sp.),Ua-73090,2738,30
"Herregådsbekken, ID58538",nedgravning,Charcoal (Betula sp.),Ua-73091,2942,31
"Herregådsbekken, ID58538",kremasjonsgrav,Charcoal (Pinus sp.),Ua-73092,2526,30
"Herregådsbekken, ID58538",kremasjonsgrav,Charcoal (Picea sp.),Ua-73093,205,29
"Herregådsbekken, ID58538",kullflekk,Charcoal (Betula sp.),Ua-73094,2851,31
"Herregådsbekken, ID58538",kullflekk,Charcoal (Corylus sp.),Ua-73095,2867,31
"Herregådsbekken, ID58538",kremasjonsgrav,Charcoal (Corylus sp.),Ua-73096,2023,31
"Herregådsbekken, ID58538",stolpehull,Charcoal (Pinus sp.),Ua-73097,1182,29
"Herregådsbekken, ID58538",kremasjonsgrav,Charcoal (Quercus sp.),Ua-73098,2517,33
"Herregådsbekken, ID58538",kokegrop,Charcoal (Alnus sp.),Ua-73099,3079,31
Herregårdsbekken,Cooking pit,Charcoal  (Betula),UBA-19152,2903,42
Herregårdsbekken,Cooking pit,Charcoal  (Quercus),UBA-19151,2674,36
Herregårdsbekken,Grave,Bone (Human),TRa-3929,2410,35
Herregårdsbekken,Burial mound,Charcoal  (Pinus),UBA-19148,2375,26
Herregårdsbekken,Burial mound,Bone (Human),TRa-3928,2325,35
Herregårdsbekken,Grave,Bone (Human),TRa-3930,2225,35
Herregårdsbekken,Grave,Charcoal  (Pinus),UBA-19150,2210,26
Herregårdsbekken,Hearth,Charcoal  (Betula),UBA-19154,2174,26
Herregårdsbekken,Grave,Charcoal  (Pinus),UBA-19149,2149,25
Herregårdsbekken,-,Charcoal (NA),Beta-2632269,2100,40
Herregårdsbekken,Burial mound ring ditch,Charcoal  (Pinus),UBA-19157,1997,26
Herregårdsbekken,-,Charcoal (NA),Beta-2632268,1980,40
Herregårdsbekken,Burial mound ring ditch,Charcoal  (Pinus),UBA-19156,1868,25
Herregårdsbekken,-,Charcoal (NA),Beta-2632270,1660,40
Herregårdsbekken,-,Charcoal (NA),Beta-2632266,1010,40
Herregårdsbekken,Burial mound ring ditch,Charcoal  (Pinus),UBA-19155,288,23
Herregårdsbekken,-,Charcoal (NA),Beta-2632267,190,40
Herregårdsbekken,-,Charcoal (NA),Beta-2632272,170,40
Herregårdsbekken,,Charcoal  (Pinus),UBA-19153,157,22
"Herregårdsbekken, ID222868",kokegop,Charcoal (Corylus sp.),Ua-73104,2343,31
"Herregårdsbekken, ID222868",kokegrop,Charcoal (Alnus sp.),Ua-73105,4932,33
"Herregårdsbekken, ID222868",ildsted,Charcoal (Pinus sp.),Ua-73106,2136,30
"Herregårdsbekken, ID222868",dyrkningsprofil,Charcoal (Ulmus sp.),Ua-73107,3583,32
"Herregårdsbekken, ID222868",dyrkningsprofil,Charcoal (Betula sp.),Ua-73108,3262,31
"Herregårdsbekken, ID222868",dyrkningsprofil,Charcoal (Betula sp.),Ua-73109,3073,31
"Herregårdsbekken, ID222868",dyrkningsprofil,Charcoal (Salix sp.),Ua-73110,3381,31
"Herregårdsbekken, ID222868",dyrkningsprofil,Charcoal (Alnus sp.),Ua-73111,3654,28
"Herregårdsbekken, ID222868",dyrkningsprofil,Charcoal (Alnus sp.),Ua-73112,5271,33
"Herregårdsbekken, ID222868",kokegrop,Charcoal (Betula sp.),Ua-73113,3305,31
"Herregårdsbekken, ID222868",kokegrop,Charcoal (Betula sp.),Ua-73114,2434,30
"Herregårdsbekken, ID222868",ildsted,Charcoal (Betula sp.),Ua-73115,1612,30
"Herregårdsbekken, ID222868",kokegrop,Charcoal (Betula sp.),Ua-73116,3075,31
"Herregårdsbekken, ID222868",ildsted,Charcoal (Betula sp.),Ua-73117,3765,31
"Herregårdsbekken, ID222868",kokegrop,Charcoal (Betula sp.),Ua-73118,2224,30
"Herregårdsbekken, ID222874",kokegrop,Charcoal (Betula sp.),Ua-73100,2438,31
"Herregårdsbekken, ID222874",kokegrop,Charcoal (Alnus sp.),Ua-73101,2433,30
"Herregårdsbekken, ID222874",kokegrop,Charcoal (Pinus sp.),Ua-73102,2453,30
"Herregårdsbekken, ID222875",kokegrop,Charcoal (Pinus sp.),Ua-73103,1830,30
Hesby 13,Pit,Charcoal (Alnus),TRa-1356,3255,30
Hesby 13,Pit,Charcoal (Corylus),TRa-1359,3180,40
Hesby 13,Pit,Charcoal (Alnus),TRa-2576,3040,35
Hesby 13,Grave,Charcoal (Pinus),TRa-2277,2565,45
Hesby 13,Cooking pit,Charcoal (Salix),TRa-2275,2435,60
Hesby 13,Cooking pit,Charcoal (Alnus),TRa-1354,2310,30
Hesby 13,Cooking pit,Charcoal (Alnus),TRa-2274,2285,55
Hesby 13,Cooking pit,Charcoal (Salix),TRa-1352,2120,25
Hesby 13,Cooking pit,Charcoal (Alnus),TRa-2273,2110,35
Hesby 13,Clearance cairn,Charcoal (Pinus),TRa-1347,2095,25
Hesby 13,Cooking pit,Charcoal (Betula),TRa-1345,2080,25
Hesby 13,Cooking pit,Charcoal (Alnus),TRa-2262,2080,35
Hesby 13,Cooking pit,Charcoal (Alnus),TRa-2266,2080,35
Hesby 13,Grave,Charcoal (Salix),TRa-2267,2060,35
Hesby 13,Cooking pit,Charcoal (Salix),TRa-2268,2050,35
Hesby 13,Grave,Charcoal (Corylus),TRa-2271,2045,40
Hesby 13,Well,Charcoal (Pinus),TRa-2472,2015,30
Hesby 13,Cooking pit,Charcoal (Pinus),TRa-2260,1985,35
Hesby 13,Cooking pit,Charcoal (populus),TRa-1357,1975,30
Hesby 13,Cooking pit,Charcoal (Betula),TRa-1346,1935,25
Hesby 13,Cooking pit,Charcoal (Pinus),TRa-2261,1920,35
Hesby 13,Posthole,Cereal (Cerealia),TRa-1362,1900,30
Hesby 13,Pit,Charcoal (populus),TRa-1351,1890,25
Hesby 13,Cooking pit,Cereal (Hordeum),UBA-17847,1874,24
Hesby 13,Layer,cereal (Hordeum),UBA-17842,1871,26
Hesby 13,Cooking pit,Charcoal (Betula),TRa-1360,1870,30
Hesby 13,Grave,Charcoal (Alnus),TRa-2270,1865,50
Hesby 13,Well,Charcoal (Pinus),TRa-1348,1825,25
Hesby 13,Stone construction,cereal (Hordeum),UBA-17853,1806,27
Hesby 13,Well,Charcoal (Alnus),TRa-2264,1785,35
Hesby 13,Oven/forge/furnace,Charcoal (Pinus),TRa-1350,1775,25
Hesby 13,Oven/forge/furnace,Charcoal (Betula),TRa-1349,1770,25
Hesby 13,Well,Charcoal (Salix),TRa-2471,1755,30
Hesby 13,"Circular ditch, grave",Charcoal (Betula),TRa-2269,1475,35
Hesby 13,Grave,Charcoal (Salix),TRa-2475,1455,30
Hesby 13,Well,Charcoal (Tilia),TRa-2467,1420,30
Hesby 13,Cooking pit,Charcoal (Quercus),TRa-2276,1385,30
Hesby 13,Well,Charcoal (Tilia),TRa-2468,1305,30
Hesby 13,Grave,Charcoal (Alnus),TRa-2476,1210,25
Hesby 13,Well,Charcoal (Salix),TRa-2470,1180,25
Hesby 13,Well,Charcoal (Salix),TRa-1358,1155,30
Hesby 13,Well,Charcoal (salix),TRa-2469,1145,30
Hesby 13,Well,Charcoal (Alnus),TRa-1355,1105,30
Hesby 13,Pit,Cereal (Cerealia),TRa-1361,1060,35
Hesby 13,Well,Charcoal (Salix),TRa-2474,905,25
Hesby 13,Well,Charcoal (Salix),TRa-2473,900,25
Hesby 13,Well,Charcoal (NA),Beta-308495,350,30
Hesby 13,Pit,"Cereal (Cerealia, triticum)",TRa-1344,235,20
Hesthag C1,Cooking pit,Charcoal  (Corylus),Beta-448114,1790,30
Hesthag C1,Cultivation layer,Charcoal  (Betula),Beta-439962,1720,30
Hesthag C1,Cooking pit,Charcoal  (Corylus),Beta-448115,1710,30
Hesthag C1,Cooking pit,Charcoal  (Corylus),Beta-448117,1680,30
Hesthag C1,Pit,Nutshell (Corylus),Beta-448118,4950,30
Hesthag C1,Cooking pit,Charcoal  (Corylus),Beta-448121,1570,30
Hesthag C1,Pit,Charcoal  (Viburnum),Beta-448119,5270,30
Hesthag C1,Cooking pit,Charcoal  (Fraxinus),Beta-448116,1890,30
Hesthag C1,Cooking pit,Charcoal  (Corylus),Beta-448120,2390,30
Hesthag C2,Cooking pit (ID 5366),Charcoal  (Corylus),Ua-50984,2143,32
Hesthag C2,Fireplace (ID 4049),Charcoal (Betula),Ua-50972,2182,30
Hesthag C2,Fireplace (ID 2736),Charcoal  (Corylus),Ua-50971,5172,44
Hesthag C2,Fireplace (ID 4063),Charcoal (Betula),Ua-50973,1977,30
Hesthag C2,Fireplace (ID 2726),Charcoal (Quercus),Ua-50970,6351,45
Hesthag C2,Fireplace (ID 4224),Charcoal (Betula),Ua-50974,1866,31
Hesthag C4,Cooking pit (ID 41178),Charcoal (Pinus),Beta-448123,8800,40
Hesthag C4,Quadrant (993x863yNW),Charcoal (Betula),Beta-448122,4100,30
Hesthag C6,Pottery,Soot from pottery (NA),Beta-448125,3500,30
Hesthag C6,Pottery,Soot from pottery (NA),Beta-448124,3660,30
Hesthag C7,Pit,Nutshell (Corylus),Ua-50197,368,34
Hesthag C7,Posthole,Nutshell (Corylus),Ua-50582,3469,33
Hesthag C7,Field ,Food crust (NA),Ua-50198,1859,34
Hesthag ID170232,Dyrkningslag,Charcoal (NA),Beta-360080,3480,30
Holtan Nedre,,Charcoal (NA),T-9931,5030,80
Holtan Nedre,,Charcoal (NA),T-9930,4885,80
Hørdalen,Settlement site,Charcoal (Alnus),T-6673,2110,60
Hørdalen,Cairn,Charcoal (Betula),T-6830,7720,140
Hørdalen,Cairn,Charcoal (NA),T-6825,3780,80
Hørdalen,Stone fence,Charcoal (Quercus),T-6671,2520,80
Hørdalen,Cairn,"Charcoal (Pinus, Decid. indet.)",T-6820,2370,50
Hørdalen,Field,Charcoal (NA),T-6821,2260,170
Hørdalen,Cairn,Charcoal (NA),T-6818,2130,100
Hørdalen,Cultivation layer,Charcoal (Alnus),T-6672,2130,60
Hørdalen,Cultivation layer,Charcoal (Corylus),T-6668,2080,110
Hørdalen,Cultivation layer,Charcoal (Quercus),T-6670,1890,70
Hørdalen,Cairn,Charcoal (Quercus),T-6827,1740,50
Hørdalen,Cairn,Charcoal (Betula),T-6829,1640,130
Hørdalen,Stone fence,Charcoal (populus),T-6666,1540,80
Hørdalen,Charcoal pit,Charcoal (populus),T-6667,1540,80
Hørdalen,Field,Charcoal (Corylus),T-6669,1050,80
Hovland 1,Cooking pit (ID 4),Charcoal (Populus/Salix),Ua-45675,8623,50
Hovland 1,"Quadrant (172x159ySW, layer 2)",Resin (Betula) on microblade,AAR-16884,8582,33
Hovland 1,Cooking pit (ID 4),Charcoal (Corylus),TRa-3410,8465,55
Hovland 1,"Square (158x164y, layer 2)",Nutshell (Corylus),TRa-3408,4070,35
Hovland 1,Cooking pit (ID 2),Charcoal (Corylus),TRa-3409,2435,35
Hovland 1,Cooking pit,Charcoal (Salix),Ua-45537 ,2807,31
Hovland 3,Post hole (ID 13),Charcoal (Betula),Ua-45507,8609,54
Hovland 3,"Quadrant (99x66yNE, layer 2)",Nutshell (Corylus),Ua-45515,8606,50
Hovland 3,Post hole? (ID 17),Charcoal (Betula),Ua-45509,8594,48
Hovland 3,Post hole (ID 14),Charcoal (Sorbus),Ua-45508,8591,50
Hovland 3,Undefined feature (ID 24),Charcoal (Betula),Ua-45504,8584,49
Hovland 3,Dwelling structure (0-5 cm),Charcoal (Sorbus),Ua-45514,8552,50
Hovland 3,Dwelling structure (10-15 cm),Nutshell (Corylus),Ua-45517,8540,51
Hovland 3,Undefined feature (ID 23),Charcoal (Sorbus),Ua-45505,8467,53
Hovland 3,Undefined/ditch/post hole (ID 18),Charcoal (Betula),Ua-45511,8465,48
Hovland 3,Cooking pit (ID 21),Charcoal (Sorbus),Ua-45506,8458,48
Hovland 3,"Quadrant (100x66yNE, layer 3)",Nutshell (Corylus),Beta-325802,8450,40
Hovland 3,Dwelling structure (0-5 cm),Nutshell (Corylus),Ua-45516,8428,50
Hovland 3,Undefined/ditch/post hole (ID 18),Nutshell (Corylus),Ua-45522,8398,49
Hovland 3,Dwelling structure (30-35 cm),Nutshell (Corylus),Ua-45520,8387,47
Hovland 3,Dwelling structure (25-30 cm),Nutshell (Corylus),Ua-45519,8383,47
Hovland 3,Cooking pit (ID 25),Charcoal (Betula),Ua-45503,8376,51
Hovland 3,Post hole (ID 7),Charcoal (Betula),Ua-45512,8348,47
Hovland 3,Dwelling structure (20-25 cm),Nutshell (Corylus),Ua-45518,8291,48
Hovland 3,Post hole (ID 8),Nutshell (Corylus),Ua-45523,3423,34
Hovland 3,Stone packing (ID 15),Nutshell (Corylus),Ua-45521,2674,32
Hovland 3,Fireplace (ID 5),Charcoal (Corylus),Ua-45502,2408,34
Hovland 3,Fireplace (ID 27),Charcoal (Corylus),Ua-45501,2188,33
Hovland 3,Fireplace (ID 11),Charcoal (Betula),Ua-45510,1833,30
Hovland 3,"Quadrant (101x67ySW, layer 3)",Charcoal (Betula),Ua-45513,1334,30
Hovland 4,"Quadrant (93x46yNW, layer 2)","Bone, burnt (NA)",Ua-45500,8747,64
Hovland 4,"Quadrant (90x45ySW, layer 2)",Nutshell (Corylus),Ua-45499,8630,49
Hovland 4,Cooking pit (ID 6),Charcoal (Betula),Ua-45493,8568,51
Hovland 4,Fireplace (ID 1),Charcoal (Betula),Ua-45494,8526,52
Hovland 4,Fireplace (ID 8),Charcoal (Corylus),Ua-45495,3534,34
Hovland 4,Fireplace (ID 10),Charcoal (Corylus),Ua-45496,3016,32
Hovland 4,Cooking pit (ID 14),Charcoal (Corylus),Ua-45497,2327,32
Hovland 4,Fireplace (ID 3),Charcoal (Betula/Corylus),Ua-45492,2090,32
Hovland 4,"Quadrant (101x59yNE, layer 2)",Nutshell (Corylus),Ua-45498,1751,31
Hovland 5,"Quadrant (66x104ySE, layer 2)",Nutshell (Corylus),Ua-45490,8775,52
Hovland 5,"Quadrant (67x104ySE, layer 1)",Nutshell (Corylus),Ua-45491,2674,34
Huseby,Posthole,Charcoal (Betula),T-15238,1315,40
Huseby,Posthole,Charcoal (Quercus),T-15325,1174,44
Hydal 1,Posthole,Charcoal (Corylus),Ua-48250,2941,32
Hydal 1,Waste pit,Charcoal (Corylus),Ua-48252,2880,33
Hydal 1,Hearth,Charcoal (Corylus),Ua-48249,2712,30
Hydal 1,Posthole,Charcoal (Corylus),Ua-48248,1823,30
Hydal 1,Posthole,Charcoal (Alnus),Ua-48254,1776,32
Hydal 1,Posthole,Charcoal (Alnus),Ua-48251,1762,32
Hydal 1,Posthole,Charcoal (Corylus),Ua-48253,1688,34
Hydal 1,Cooking pit,Charcoal (Alnus),Ua-48247,1646,30
Hydal 1,Cooking pit,Charcoal (Corylus),Ua-48246,1509,32
Hydal 3,Cooking pit,Charcoal (Prunus),Ua-50510 ,2858,23
Hydal 3,Cooking pit (ID 6395),Charcoal (Prunus),Ua-50510,2858,23
Hydal 4,"Square (107x604y, layer 2)",Nutshell (Corylus),Ua-51477,6049,36
Hydal 4,Fireplace (ID 5459),Charcoal (Quercus),Ua-51476,5944,35
Hydal 4,"Grave, urn (ID 5442)","Bone, burnt (human)",Ua-51478,2361,29
Hydal 4,"Grave, urn (ID 5442)",Charcoal (Salix),Ua-51475,2064,33
Hydal 5,Cooking pit (ID 3642),Charcoal (Salix),Ua-51479,3053,34
Hydal 7,Layer,Charcoal (Betula),Ua-50511 ,1802,21
Hydal 7,Undefined feature (ID 6489),Charcoal (Betula),Ua-50511,1082,21
Hydal 8,Cooking pit,Charcoal (populus),Ua-50512 ,3408,24
Hydal 8,Cooking pit,Charcoal (pomoideae),Ua-50513 ,3178,22
Hydal 8,Cooking pit/fireplace (ID 6447),Charcoal (populus),Ua-50512,3408,24
Hydal 8,Cooking pit (ID 6661),Charcoal (Malinae),Ua-50513,3178,22
Hydal 8,Concentration of stones (ID 6447),Nutshell (Corylus),Ua-52922,1926,29
Hystad østre,Cooking pit,Charcoal (Betula),Ua-47926,2840,33
Hystad østre,Cooking pit,Charcoal (Betula),Ua-47918,2779,31
Hystad østre,Cooking pit,Charcoal (Corylus),Ua-47925,2767,31
Hystad østre,Cooking pit,Charcoal (Betula),Ua-47922,2755,32
Hystad østre,Cooking pit,Charcoal (Corylus),Ua-47923,2731,32
Hystad østre,Cooking pit,Charcoal (Betula),Ua-47924,2473,31
Hystad østre,Cooking pit,Charcoal (Betula),Ua-47919,2394,30
Hystad østre,Cooking pit,Charcoal (Betula),Ua-47927,2374,30
Hystad østre,Cooking pit,Charcoal (Betula),Ua-47920,2323,31
Hystad østre,Refuse pit,Charcoal (Betula),Ua-47929,1165,30
Hystad østre,Refuse pit,Charcoal (Betula),Ua-47921,1143,30
Hystad østre,Refuse pit,Charcoal (Betula),Ua-47928,1044,30
Istrehågan,Cooking pit,Charcoal (NA),T-12740,2746,71
Istrehågan,Cremation grave,Charcoal (NA),T-12736,1610,43
Istrehågan,Cremation grave,Charcoal (NA),T-12737,1568,43
Istrehågan,Cremation grave,Charcoal (NA),T-12739,1527,68
Istrehågan,Cremation grave,Charcoal (NA),T-12741,1514,67
Istrehågan,Cremation grave,Charcoal (NA),T-12738,1463,50
Jarlsberg hovedgård,Cultural layer,Charcoal (Betula),TUa-2947,2853,59
Jarlsberg hovedgård,Cultural layer,Charcoal (Betula),TUa-2949,1845,53
Jarlsberg hovedgård,Cultural layer,Charcoal (Betula),TUa-2950,1845,68
Jarlsberg hovedgård,Cultural layer,"Charcoal (Betula,Ulmus)",TUa-2948,1726,64
Kaupang ,Barrel,Wood (Picea),Beta-206202,1380,50
"Kaupang, 1",Cultural layer,"Charcoal (Betula,Corylus)",TUa-3821,1216,38
"Kaupang, Tjølling",Well,Wood (NA),T-1191,1550,140
"Kaupang, Tjølling",Well,Wood (NA),T-1192,1360,110
Kaupangveien 224,Hearth,Cereal (Hordeum),Ua-53945,1218,29
Kaupangveien 224,Posthole,Cereal (Hordeum),Ua-53944,1211,29
Kaupangveien 224,Pit,Nutshell (Corylus),Ua-53942,1140,30
Kaupangveien 224,Forge hearth,Nutshell (Corylus),Ua-53943,1046,31
Kjørholt,"Square (50x54y, layer 2)",Nutshell (Corylus),LuS-12615,160,40
Kjørholt,"Square (71x51y, layer 1)",Nutshell (Corylus),LuS-12616,110,40
Kjørholt,"Square (71x50y, layer 1)","Bone, burnt (NA)",LuS-13177,40,45
Kjørholt,"Square (76x49y, layer 1)","Bone, burnt (NA)",LuS-13178,135,45
Kongsrød,,Charcoal (NA),TUa-7482,3520,40
Krøgenes D1,Cooking pit/fireplace (ID 206352),Charcoal (Fraxinus),Ua-50978,4005,34
Krøgenes D1,Cooking pit/fireplace (ID 203533),Charcoal (Fraxinus),Ua-50975,1641,30
Krøgenes D1,Ditch (ID 203549),Charcoal (Pinus),Ua-53106,4559,31
Krøgenes D1,Cooking pit/fireplace (ID 204413),Charcoal (Salix/Alnus),Ua-50977,4883,40
Krøgenes D1,Ditch (ID 204424),Charcoal (Salix/Alnus),Ua-50979,5082,40
Krøgenes D1,Posthole? (ID 204397),Charcoal (Betula),Ua-53107,5249,31
Krøgenes D1,Cooking pit/fireplace (ID 207811),Charcoal (Pinus),Ua-53110,5334,31
Krøgenes D1,Hearth,Charcoal (Pinus),Ua-50976,5339,37
Krøgenes D1,Cooking pit/fireplace (ID 207098),Charcoal (Pinus),Ua-53109,5351,31
Krøgenes D1,Cooking pit/fireplace (ID 204387),Charcoal (Fraxinus),Ua-53108,5694,32
Krøgenes D1,Lag_3_PS67,Charcoal (NA),Beta-341825,4860,30
Krøgenes D1,Lag_4_PS66,Charcoal (NA),Beta-341826,3580,30
Krøgenes D2,"Cultural/Cultivation layer (K1, sample ID 3646)",Charcoal (Corylus),Beta-448127,1760,30
Krøgenes D2,Cultural layer (ID 206712),Charcoal (Pinus),Ua-50982,6132,45
Krøgenes D2,"Cultural layer (K2, sample ID 3102)",Charcoal (Alnus),Beta-448128,6260,30
Krøgenes D2,Cultural layer (ID 206712),Charcoal (Pinus),Ua-50980,6297,44
Krøgenes D2,Stone packing (ID 206735),Charcoal (Pinus),Ua-50983,7059,143
Krøgenes D2,Sand layer (ID 206652),Charcoal (Betula),Ua-50981,3379,34
Krøgenesåsen 1,Fireplace (ID 1103),Charcoal(Salix),Ua-55175,1756,27
Krøgenesåsen 1,Fireplace (ID 1103),Charcoal (Populus/Salix),Ua-55176,1779,28
